legacy_alias,current_portion,candidate_rank,cnf_food_id,score,cnf_fr,cnf_en,kcal_100g,protein_100g,carbs_100g,fat_100g
pois chiches,1 tasse,4,3390,1.133,"Pois chiches (garbanzo), grains mûrs, bouillis","Chickpeas (garbanzo beans, bengal gram), mature seeds, boiled",164,8.86,27.42,2.59
pois chiches,1 tasse,5,3279,1.086,"Pois chiches (garbanzo), conserve, solides et liquide","Chickpeas (garbanzo beans, bengal gram), canned, solids and liquid",88,4.92,13.49,1.95
haricots noirs,1 tasse,1,6181,1.467,"Haricots, noirs, farine","Beans, black, flour",363,22.99,66.38,1.51
haricots noirs,1 tasse,2,3376,1.2,"Haricots, noirs, grains mûrs, secs","Beans, black, mature seeds, dry",341,21.6,62.36,1.42
haricots noirs,1 tasse,3,3377,1.2,"Haricots, noirs, grains mûrs, bouillis","Beans, black, mature seeds, boiled",132,8.86,23.71,0.54
haricots noirs,1 tasse,4,3341,1.086,"Haricots, noirs, grains mûrs, bouillis, sel ajouté","Beans, black, mature seeds, boiled, salt added",132,8.86,23.71,0.54
haricots noirs,1 tasse,5,7235,0.982,"Haricots, noirs, grains mûrs, conserve, solides et liquide, réduit en sodium","Beans, black, mature seeds, canned, solids and liquid, reduced sodium",91,6.03,16.55,0.29
haricots rouges,1 tasse,1,5536,1.3,"Haricots, rouges, liquide seulement","Beans, liquid from stewed kidney beans",47,1.8,2.8,3.2
haricots rouges,1 tasse,2,7081,1.3,"Haricots, rouges, conserve, égouttés","Beans, kidney, red, canned, drained solids",124,7.98,21.49,1.05
haricots rouges,1 tasse,3,7085,1.133,"Haricots, rouges, conserve, égouttés et rincés","Beans, kidney, red, canned, drained and rinsed",121,8.12,20.8,0.93
haricots rouges,1 tasse,4,6366,1.05,"Haricots, rouges, tous les types, grains mûrs, bouillis","Beans, kidney, all types, mature seeds, boiled",127,8.67,22.8,0.5
haricots rouges,1 tasse,5,6367,1.05,"Haricots, rouges, tous les types, grains mûrs, secs","Beans, kidney, all types, mature seeds, dry",333,23.58,60.01,0.83
edamame,1 tasse,1,2208,0.65,"Fèves, soya frais (edamame), crues","Soybeans, green (edamame), raw",147,12.95,11.05,6.8
edamame,1 tasse,2,2209,0.6,"Fèves, soya frais (edamame), bouillies, égouttées","Soybeans, green (edamame), boiled, drained",141,12.35,11.05,6.4
edamame,1 tasse,3,6217,0.6,"Fèves, soya frais (edamame), congelée, non préparée","Soybeans, green (edamame), frozen, unprepared",109,11.22,7.61,4.73
edamame,1 tasse,4,6218,0.6,"Fèves, soya frais (edamame), congelée, préparée","Soybeans, green (edamame), frozen, prepared",121,11.91,8.91,5.2
edamame,1 tasse,5,6542,0.543,"Fèves, soya frais (edamame), bouillies, égouttées, sel ajouté","Soybeans, green (edamame), boiled, drained, with salt",142,12.35,11.05,6.4
falafel,5 morceaux,1,3339,1.3,"Falafel, fait maison","Falafel, homemade",333,13.31,31.84,17.8
chili,1 bol,1,3391,1.05,"Chili avec haricots, conserve","Chili with beans, canned",103,6.12,13.24,3.76
chili,1 bol,2,5866,1.05,"Chili sans haricots, conserve","Chili without beans, canned",118,7.53,6.1,7.1
chili,1 bol,3,4963,0.967,"Chili con carne avec haricots, conserve","Chili con carne with beans, canned",107,5.8,13.1,3.47
chili,1 bol,4,7584,0.943,"Chili con carne avec haricots, préparation restaurant","Chili con carne with beans, restaurant prepared",157,12.56,4.57,9.79
chili,1 bol,5,177,0.733,"Épices, chili, poudre","Spices, chili powder",282,13.46,49.7,14.28
burger de boeuf,1 burger,1,2787,0.4,"Boeuf, rognon de, cru","Beef, kidneys, raw",99,17.4,0.29,3.09
burger de boeuf,1 burger,2,2788,0.4,"Boeuf, foie de, cru","Beef, liver, raw",135,20.36,3.89,3.63
burger de boeuf,1 burger,3,4075,0.4,"Pâté, de boeuf, commercial","Pie, beef, commercial",281,7.75,25.05,16.7
burger de boeuf,1 burger,4,4964,0.4,"Ragoût de boeuf, conserve","Beef stew, canned",99,4.41,7.85,5.53
burger de boeuf,1 burger,5,414,0.333,"Gras animal, suif de boeuf (gras de boeuf)","Animal fat, beef tallow",902,0,0,100
burger végétarien,1 burger,1,6755,0.733,"Sandwich, hambourgeois végétarien avec légumes et mayonnaise","Sandwich, vegetarian burger (veggie burger) + vegetables + mayonnaise",233,12.039,20.084,11.642
burger végétarien,1 burger,2,5543,0.2,"Filet, végétarien, simili viande","Meatless, fillets",290,23,9,18
burger végétarien,1 burger,3,6751,0.2,"Indien, samosa (samoussa), végétarien","Indian, samosa, vegetarian",301,5.325,30.384,17.871
burger végétarien,1 burger,4,7430,0.2,"Quinoa, galette de hambourgeois, congelée","Quinoa burger patty, frozen",192,10.7,17.8,12.1
burger végétarien,1 burger,5,5968,0.167,"Hambourgeois végétarien / soya, galette, non préparée","Meatless, soy burger patty, unprepared",177,15.7,14.27,6.3
lait écrémé,1 tasse,1,5463,0.686,"Dessert, congelé, fait avec lait écrémé, chocolat","Dessert, frozen, made with skim milk, chocolate",167,4.3,37.7,1
lait écrémé,1 tasse,2,3733,0.622,"Pain, blanc, fait maison, avec lait écrémé en poudre","Bread, white, homemade with nonfat dry milk",274,7.7,53.6,2.6
lait écrémé,1 tasse,3,5751,0.622,"Dessert, congelé, yogourt glacé, chocolat, lait écrémé, édulcorant artificiel","Dessert, frozen yogourt (yogurt), chocolate, skim milk, with artificial sweetener",107,4.4,19.7,0.8
lait écrémé,1 tasse,4,7025,0.567,"Dessert, congelé, yogourt glacé, saveurs autres que chocolat, lait écrémé, édulcorant artificiel","Dessert, frozen yogourt (yogurt), flavours not chocolate, skim milk, with artificial sweetener",104,4.4,19.7,0.8
lait écrémé,1 tasse,5,134,0.5,"Lait, en poudre, écrémé","Milk, dry, skim, powder, regular",363,36.16,51.98,0.77
lait 1%,1 tasse,1,7604,0.6,"Lait malté, saveur de chocolat, poudre, avec lait 1% M.G.","Malted milk, chocolate flavour, powder, with 1% M.F. milk",57,3.32,8.81,0.97
lait 1%,1 tasse,2,3867,0.333,"Craquelin, lait","Cracker, milk",446,7.6,71.73,13.77
lait 1%,1 tasse,3,7723,0.333,"Lait, liquide, fraise, 1% M.G.","Milk, fluid, strawberry, 1% M.F.",58,3.09,9.61,0.894
lait 1%,1 tasse,4,63,0.286,"Lait, liquide, partiellement écrémé, 1% M.G.","Milk, fluid, partly skimmed, 1% M.F.",40,3.47,4.59,0.864
lait 1%,1 tasse,5,114,0.286,"Lait, liquide, écrémé, 0.1% M.G.","Milk, fluid, skim, 0.1% M.F.",33,3.6,4.46,0.06
lait 2%,1 tasse,1,4028,0.65,"Pain, petit pain, nature, faite maison, avec lait 2%","Roll, dinner, plain, homemade, with 2% M.F. milk",316,8.5,53.4,7.3
lait 2%,1 tasse,2,3735,0.622,"Pain, blanc, fait maison, avec lait 2% M.G.","Bread, white, homemade with 2% M.F. milk",285,7.9,49.6,5.7
lait 2%,1 tasse,3,3915,0.622,"Muffin, nature, fait maison, avec lait 2% M.G.","Muffin, plain, homemade, made with 2% M.F. milk",296,6.9,41.4,11.4
lait 2%,1 tasse,4,3920,0.622,"Muffin, bleuets, fait maison, avec lait 2% M.G.","Muffin, blueberry, homemade, with 2% M.F. milk",285,6.5,40.7,10.8
lait 2%,1 tasse,5,5267,0.622,"Soupe, tomates, conserve, condensée, lait 2% M.G. ajouté","Soup, tomato, canned, condensed, 2% M.F. milk added",58,2.44,9.48,1.21
lait entier,1 tasse,1,48,0.8,"Fromage tilsit, avec lait entier","Cheese, tilsit, with whole milk",340,24.41,1.88,25.98
lait entier,1 tasse,2,6703,0.733,"Thé, chaï, préparé avec lait entier","Tea, chai latte, prepared with whole milk",68,2.116,10.922,2.138
lait entier,1 tasse,3,6704,0.733,"Café au lait, préparé avec lait entier","Coffee latte, prepared with whole milk",39,2.114,3.384,2.155
lait entier,1 tasse,4,2314,0.686,"Pomme de terre, purée, faite maison, préparée avec lait entier","Potato, mashed, homemade, prepared with whole milk",83,1.91,17.57,0.57
lait entier,1 tasse,5,2867,0.686,"Chocolat, sirop, consistance claire, lait entier ajouté","Chocolate syrup, thin type, whole milk added",90,3.07,12.78,2.96
lait au chocolat,1 tasse,1,4831,0.733,"Confiseries, chocolat à cuisson, chocolat au lait, petites brisures","Sweets, baking chocolate, milk chocolate, mini bits",503,4.78,68.4,23.36
lait au chocolat,1 tasse,2,69,0.5,"Lait, liquide, chocolat, entier","Milk, fluid, chocolate, whole",83,3.17,10.34,3.39
lait au chocolat,1 tasse,3,7714,0.5,"Lait, liquide, chocolat, écrémé","Milk, fluid, chocolate, skim",55,3.18,10.56,0.072
lait au chocolat,1 tasse,4,4190,0.429,"Bonbons, arachides, enrobées de chocolat au lait","Candies, milk chocolate coated peanuts",519,13.1,49.7,33.5
lait au chocolat,1 tasse,5,5743,0.429,"Bonbons, chocolat au lait avec amandes, bouchées","Candies, milk chocolate with almond bites",568,9.76,51.72,35.73
lait d amande,1 tasse,1,3867,0.333,"Craquelin, lait","Cracker, milk",446,7.6,71.73,13.77
lait d amande,1 tasse,2,5743,0.333,"Bonbons, chocolat au lait avec amandes, bouchées","Candies, milk chocolate with almond bites",568,9.76,51.72,35.73
lait d amande,1 tasse,3,66,0.25,"Lait, poudre, entier","Milk, dry whole",496,26.32,38.42,26.71
lait d amande,1 tasse,4,440,0.25,"Huile végétale, amande","Vegetable oil, almond",885,0,0,100
lait d amande,1 tasse,5,7625,0.25,"Bonbons, chocolat au lait avec miel et nougat aux amandes","Candies, milk chocolate with honey and almond nougat",489,5.71,61.21,28.57
lait de soya,1 tasse,1,442,0.333,"Huile végétale, lécithine de soya","Vegetable oil, soybean lecithin",763,0,0,100
lait de soya,1 tasse,2,3329,0.333,"Soya, sauce (fait de soya), tamari","Soy sauce (made from soy), tamari",60,10.51,5.57,0.1
lait de soya,1 tasse,3,3867,0.333,"Craquelin, lait","Cracker, milk",446,7.6,71.73,13.77
lait de soya,1 tasse,4,5535,0.333,"Pâtes, vermicelles de soya, sec","Pasta, vermicelli, made from soy, dry",331,0.1,82.32,0.1
lait de soya,1 tasse,5,5920,0.333,"Pâtes, vermicelles de soya, cuits","Pasta, vermicelli, made from soy, cooked",179,0.0541,44.411,0.0541
lait d avoine,1 tasse,1,3677,0.4,"Bagel, son d'avoine","Bagel, oat bran",255,10.7,53.3,1.2
lait d avoine,1 tasse,2,3867,0.333,"Craquelin, lait","Cracker, milk",446,7.6,71.73,13.77
lait d avoine,1 tasse,3,3980,0.333,"Pain, petit pain, son d'avoine","Roll, dinner, oat bran",236,9.5,40.2,4.6
lait d avoine,1 tasse,4,4493,0.286,"Grains céréaliers, son d'avoine, sec","Grains, oat bran, dry",246,17.3,66.22,7.03
lait d avoine,1 tasse,5,4494,0.286,"Grains céréaliers, son d'avoine, cuit","Grains, oat bran, cooked",40,3.21,11.44,0.86
yogourt grec nature,3/4 tasse,1,6987,0.5,"Yogourt, soya, nature","Yogourt (yogurt), soy, plain",68,3.72,9.78,1.65
yogourt grec nature,3/4 tasse,2,7469,0.5,"Yogourt, Grec, 2% M.G., nature","Yogourt (yogurt), Greek style, 2% M.F., plain",69,9.714,4,2
yogourt grec nature,3/4 tasse,3,7121,0.4,"Yogourt de chevre, nature","Yogourt (yogurt), goat, plain",74,6.38,6.52,2.41
yogourt grec nature,3/4 tasse,4,6982,0.375,"Yogourt, Grec, riche, 8-12% M.G., nature","Yogourt (yogurt), Greek style, rich, 8-12% M.F., plain",172,6.6,10.63,11.72
yogourt grec nature,3/4 tasse,5,6979,0.333,"Yogourt, Grec, sans gras, 0-0,5% M.G., nature","Yogourt (yogurt), Greek style, fat free, 0-0.5% M.F., plain",58,10.53,3.21,0.04
yogourt grec,3/4 tasse,1,7469,1.133,"Yogourt, Grec, 2% M.G., nature","Yogourt (yogurt), Greek style, 2% M.F., plain",69,9.714,4,2
yogourt grec,3/4 tasse,2,6982,1.05,"Yogourt, Grec, riche, 8-12% M.G., nature","Yogourt (yogurt), Greek style, rich, 8-12% M.F., plain",172,6.6,10.63,11.72
yogourt grec,3/4 tasse,3,7471,1.05,"Yogourt, Grec, 2% M.G., saveur de fruits","Yogourt (yogurt), Greek style, 2% M.F., fruit flavoured",100,8,12,2
yogourt grec,3/4 tasse,4,6979,1.022,"Yogourt, Grec, sans gras, 0-0,5% M.G., nature","Yogourt (yogurt), Greek style, fat free, 0-0.5% M.F., plain",58,10.53,3.21,0.04
yogourt grec,3/4 tasse,5,7827,1.022,"Yogourt, Grec, 2% M.G., mélange de petits fruits","Yogourt (yogurt), Greek style, 2% M.F., mixed berry blend",93,8.26,10.94,1.83
yogourt nature,3/4 tasse,1,6987,0.667,"Yogourt, soya, nature","Yogourt (yogurt), soy, plain",68,3.72,9.78,1.65
yogourt nature,3/4 tasse,2,7121,0.5,"Yogourt de chevre, nature","Yogourt (yogurt), goat, plain",74,6.38,6.52,2.41
yogourt nature,3/4 tasse,3,3885,0.333,"Croutons, nature","Croutons, plain",407,11.9,73.5,6.6
yogourt nature,3/4 tasse,4,5610,0.333,"Yogourt, tofu","Yogourt (yogurt), tofu",94,3.5,15.96,1.8
yogourt nature,3/4 tasse,5,6607,0.333,"Dumpling, nature","Dumpling, plain",197,3.489,21.636,10.719
yogourt aux fruits,3/4 tasse,1,6989,0.4,"Yogourt, soya, saveurs de fruits","Yogourt (yogurt), soy, fruit flavoured",82,3.82,13.13,1.71
yogourt aux fruits,3/4 tasse,2,6993,0.4,"Yogourt à boire, saveurs de fruits","Yogourt (yogurt) beverage, fruit flavoured",75,2.62,13.31,1.42
yogourt aux fruits,3/4 tasse,3,7122,0.4,"Yogourt de chèvre, saveurs de fruits","Yogourt (yogurt), goat, fruit flavoured",98,5.24,13.94,2.49
yogourt aux fruits,3/4 tasse,4,2980,0.286,"Boisson, saveur punch aux fruits, poudre","Drink, fruit punch flavour, powder",382,0,97.7,0.1
yogourt aux fruits,3/4 tasse,5,6436,0.286,"Boisson, punch aux fruits, concentré congelé","Drink, fruit punch, frozen concentrate",162,0.2,41.4,0
fromage cottage,1 tasse,1,5562,1.3,"Fromage cottage, avec légumes","Cheese, cottage, with vegetables",95,10.9,3,4.2
fromage cottage,1 tasse,2,107,1.2,"Fromage cottage, 1% M.G.","Cheese, cottage, 1% M.F.",72,12.39,2.72,1.02
fromage cottage,1 tasse,3,120,1.2,"Fromage cottage, 2% M.G.","Cheese, cottage, 2% M.F.",81,10.45,4.76,2.27
fromage cottage,1 tasse,4,26,1.133,Fromage cottage en crème avec fruits,"Cheese, cottage, creamed with fruit",97,10.69,4.61,3.85
fromage cottage,1 tasse,5,5583,1.086,"Fromage cottage, 1% M.G., sans sel","Cheese, cottage, 1% M.F., unsalted",72,12.4,2.7,1
cheddar,30 g,1,119,0.733,"Fromage cheddar, doux","Cheese, cheddar, mild",418,23.29,10.27,31.756
cheddar,30 g,2,5566,0.733,"Fromage cheddar, imitation","Cheese, cheddar, imitation",239,16.7,11.6,14
cheddar,30 g,3,7735,0.733,"Fromage cheddar, fort","Cheese, cheddar, old",423,23.67,3.82,34.9
cheddar,30 g,4,7737,0.733,"Fromage cheddar, mi-fort","Cheese, cheddar, medium",412,23.3,6.49,32.645
cheddar,30 g,5,7741,0.733,"Fromage cheddar, marbré","Cheese, cheddar, marble",428,23.15,11.37,32.473
mozzarella,30 g,1,6813,1.133,"Bâtonnets de fromage mozzarella, frits","Mozzarella sticks, fried",325,14.75,25.14,18.33
mozzarella,30 g,2,5512,0.65,"Fromage mozzarella, sans gras","Cheese, mozzarella, fat free",141,31.7,3.5,0
mozzarella,30 g,3,5619,0.65,"Fromage mozzarella, faible en sodium","Cheese, mozzarella, low sodium",280,27.5,3.1,17.1
mozzarella,30 g,4,7749,0.65,"Fromage, effilochable, mozzarella/marbré","Cheese, strings, mozzarella/marble",291,27.13,4.04,18.095
mozzarella,30 g,5,7006,0.6,"Produit de fromage fondu, mozzarella, tranches","Cheese, processed product, mozzarella, slices",266,17.04,13.55,16.05
feta,30 g,1,108,0.9,Fromage féta,"Cheese, feta",270,16.77,0.37,22.461
feta,30 g,2,7754,0.733,"Fromage feta, léger","Cheese, feta, light",213,20.76,1.56,13.419
parmesan,30 g,1,40,0.733,"Fromage parmesan, pâte dure","Cheese, parmesan, hard",392,35.75,3.22,25
parmesan,30 g,2,93,0.733,"Fromage parmesan, râpé en filaments","Cheese, parmesan, shredded",415,37.86,3.41,27.34
parmesan,30 g,3,7764,0.733,"Fromage parmesan, réfrigéré","Cheese, parmesan, refrigerated",405,33.07,4.3,28.103
parmesan,30 g,4,39,0.65,"Fromage parmesan, longue conservation","Cheese, parmesan, shelf stable",424,36.46,16.4,23.346
parmesan,30 g,5,5580,0.65,"Fromage parmesan, faible en sodium","Cheese, parmesan, low sodium",451,41.6,3.7,29.99
fromage à la crème,2 c. à soupe,1,4722,1.467,"Fromage à la crème, sans gras","Cheese, cream, fat free",105,15.69,7.66,1
fromage à la crème,2 c. à soupe,2,28,0.971,"Fromage, produit de fromage à la crème, nature","Cheese, cream cheese product, plain",310,6.59,8.3,28.461
fromage à la crème,2 c. à soupe,3,6786,0.971,"Trempette, base de fromage à la crème","Dip, cream cheese base",348,4.974,4.466,35.195
fromage à la crème,2 c. à soupe,4,5563,0.9,"Fromage, produit de fromage à la crème, nature, léger","Cheese, cream cheese product, plain, light",196,8.61,7.64,14.714
fromage à la crème,2 c. à soupe,5,5565,0.9,"Fromage, produit de fromage à la crème, arômatisé, salé","Cheese, cream cheese product, flavoured, savory",295,6.51,9.88,26.034
crème sure,2 c. à soupe,1,5299,1.467,"Crème sure, légère","Cream, sour, light",85,4.69,8.88,3.44
crème sure,2 c. à soupe,2,5300,1.3,"Crème sure, sans gras","Cream, sour, fat free",74,3.1,15.6,0
crème sure,2 c. à soupe,3,139,1.086,"Crème sure, de culture, 14% M.G.","Cream, sour, cultured, 14% M.F",181,7,7,14.1
crème sure,2 c. à soupe,4,152,1.086,"Crème sure, de culture, 18% M.G.","Cream, sour, cultured, 18% M.F.",188,3.08732,4.2667,18
crème sure,2 c. à soupe,5,6787,0.8,"Trempette, aux épinards, à base de crème sure","Dip, spinach, sour cream base",250,3.482,6.908,23.907
crème glacée,1 tasse,1,3914,1.133,"Crème glacée, cornet, sucre, type roulé","Ice cream cone, sugar, rolled-type",402,7.9,84.1,3.8
crème glacée,1 tasse,2,3913,1.086,"Crème glacée, cornet, type gâteau ou gaufrette","Ice cream cone, cake or wafer-type",417,8.1,79,6.9
crème glacée,1 tasse,3,4288,0.8,"Dessert, congelé, crème glacée, chocolat","Dessert, frozen, ice cream, chocolate",216,3.8,28.2,11
crème glacée,1 tasse,4,4289,0.8,"Dessert, congelé, crème glacée, fraises","Dessert, frozen, ice cream, strawberry",192,3.2,27.6,8.4
crème glacée,1 tasse,5,7030,0.8,"Dessert, congelé, sandwich à la crème glacée","Dessert, frozen, ice cream sandwich",237,4.29,37.14,8.57
amandes,1/4 tasse,1,5748,0.733,"Bonbons, amandes dragées","Candies, sugar-coated almonds",465,10,68.26,17.93
amandes,1/4 tasse,2,2539,0.65,"Noix, amandes, grillées, non blanchies","Nuts, almonds, toasted, unblanched",589,20.38,22.91,50.77
amandes,1/4 tasse,3,5525,0.65,"Bonbons, nougat, avec amandes","Candies, nougat, with almonds",398,3.33,92.39,1.67
amandes,1/4 tasse,4,6230,0.65,"Bonbons, Snickers, avec amandes","Candies, bars, SNICKERS Almond bar",472,5.4,64.67,22.4
amandes,1/4 tasse,5,6776,0.65,"Poulet, sauté aux amandes","Chicken, sautéed with almonds (almond guy ding)",116,8.726,6.874,6.034
noix de grenoble,1/4 tasse,1,2590,3,Noix de Grenoble,"Nuts, walnuts, English or Persian",655,15.23,13.71,65.21
noix de grenoble,1/4 tasse,2,7221,1.55,"Noix de Grenoble, givrées","Nuts, walnuts, glazed",500,8.28,47.59,35.71
noix de grenoble,1/4 tasse,3,7602,1.133,"Noix de Grenoble, écalées, rôties à sec, sel ajouté","Nuts, walnuts, shelled, dry roasted, with salt added",643,14.29,17.86,60.71
noix de grenoble,1/4 tasse,4,2589,0.65,"Noix, noix de noyer noir, séchées","Nuts, walnuts, black, dried",619,24.06,9.58,59.33
noix de grenoble,1/4 tasse,5,2545,0.6,"Noix, noix longues (noix cendres), séchées","Nuts, butternuts (long walnuts), dried",612,24.9,12.05,56.98
noix de cajou,1/4 tasse,1,5709,0.9,"Noix, noix de cajou (acajous, anacardes), crues","Nuts, cashew nuts, raw",553,18.22,30.19,43.85
noix de cajou,1/4 tasse,2,2548,0.829,"Noix, beurre de noix de cajou (acajous, anacardes), nature","Nuts, cashew butter, plain",587,17.56,27.57,49.41
noix de cajou,1/4 tasse,3,2546,0.775,"Noix, noix de cajou (acajous, anacardes), rôties à sec","Nuts, cashew nuts, dry roasted",574,15.31,32.69,46.35
noix de cajou,1/4 tasse,4,2547,0.733,"Noix, noix de cajou (acajous, anacardes), rôties dans l'huile","Nuts, cashew nuts, oil roasted",580,16.84,29.87,47.77
noix de cajou,1/4 tasse,5,2629,0.733,"Noix, beurre de noix de cajou (acajous, anacardes), nature, sel ajouté","Nuts, cashew butter, plain, salt added",609,12.12,30.3,53.03
pistaches,1/4 tasse,1,2644,0.733,"Noix, pistaches, crues","Nuts, pistachio nuts, raw",560,20.16,27.17,45.32
pistaches,1/4 tasse,2,2588,0.6,"Noix, pistaches, rôties à sec","Nuts, pistachio nuts, dry roasted",572,21.05,28.28,45.82
pistaches,1/4 tasse,3,2637,0.543,"Noix, pistaches, rôties à sec, sel ajouté","Nuts, pistachio nuts, dry roasted, salt added",569,21.05,27.55,45.82
pacanes,1/4 tasse,1,2582,0.733,"Noix, pacanes, séchées","Nuts, pecans, dried",691,9.17,13.86,71.97
pacanes,1/4 tasse,2,3961,0.733,"Tarte, pacanes, commerciale","Pie, pecan, commercial",407,4.5,59.61,16.69
pacanes,1/4 tasse,3,2583,0.65,"Noix, pacanes, rôties à sec","Nuts, pecans, dry roasted",710,9.5,13.55,74.27
pacanes,1/4 tasse,4,2584,0.65,"Noix, pacanes, rôties dans l'huile","Nuts, pecans, oil roasted",715,9.2,13.01,75.23
pacanes,1/4 tasse,5,3846,0.65,"Biscuit, sablé, pacanes, commercial","Cookie, shortbread, pecan, commercial",542,4.9,58.3,32.5
arachides,1/4 tasse,1,3303,1.133,"Arachides, espagnoles, crues","Peanuts, Spanish, raw",570,26.15,15.83,49.6
arachides,1/4 tasse,2,3305,1.133,"Arachides, Valencia, crues","Peanuts, Valencia, raw",570,25.09,20.91,47.58
arachides,1/4 tasse,3,3307,1.133,"Arachides, Virginia, crues","Peanuts, Virginia, raw",563,25.19,16.54,48.75
arachides,1/4 tasse,4,3363,1.05,"Arachides, espagnoles, rôties à l'huile","Peanuts, Spanish, oil-roasted",579,28.01,17.45,49.04
arachides,1/4 tasse,5,3364,1.05,"Arachides, Valencia, rôties à l'huile","Peanuts, Valencia, oil-roasted",589,27.04,16.3,51.24
beurre d arachide,2 c. à soupe,1,6289,1.467,"Beurre d'arachides, naturel","Peanut butter, natural",585,23.68,21.51,49.66
beurre d arachide,2 c. à soupe,2,5509,1.3,"Beurre d'arachides, réduit en sodium","Peanut butter, reduced sodium",590,24,21.83,49.9
beurre d arachide,2 c. à soupe,3,6220,1.3,"Beurre d'arachides, réduit en sucre","Peanut butter, reduced sugar",650,24.8,14.23,54.89
beurre d arachide,2 c. à soupe,4,5428,1.2,"Beurre d'arachides, crémeux, teneur réduite en gras","Peanut butter, smooth, reduced fat",520,25.9,35.65,34
beurre d arachide,2 c. à soupe,5,3366,1.05,"Beurre d'arachides, croquant, gras et sucre ajoutés","Peanut butter, chunk type, fat and sugar added",589,24.06,21.57,49.94
beurre d amande,2 c. à soupe,1,2605,0.9,"Noix, beurre d'amandes, nature","Nuts, almond butter, plain",614,20.96,18.82,55.5
beurre d amande,2 c. à soupe,2,2639,0.733,"Noix, beurre d'amandes, nature, sel ajouté","Nuts, almond butter, plain, salt added",614,20.96,18.82,55.5
beurre d amande,2 c. à soupe,3,2640,0.65,"Noix, beurre d'amandes, miel et cannelle, sel ajouté","Nuts, almond butter, honey and cinnamon, salt added",602,15.83,26.97,52.2
beurre d amande,2 c. à soupe,4,6177,0.4,"Confiseries, beurre d'érable","Sweets, butter, maple",334,0,82.906,0.302
beurre d amande,2 c. à soupe,5,6289,0.4,"Beurre d'arachides, naturel","Peanut butter, natural",585,23.68,21.51,49.66
graines de chia,2 c. à soupe,1,2511,1.55,"Graines de chia, déshydratées","Seeds, chia seeds, dried",486,16.54,42.12,30.74
graines de chia,2 c. à soupe,2,2529,0.4,"Graines, beurre de tournesol","Seeds, sunflower seed butter",617,17.28,23.32,55.2
graines de chia,2 c. à soupe,3,2592,0.4,"Graines, graines de coton, rôties","Seeds, cottonseed kernels, roasted",506,32.59,21.9,36.29
graines de chia,2 c. à soupe,4,7568,0.4,"Graines de chanvre, décortiquées","Seeds, hemp seeds, hulled",553,31.56,8.67,48.75
graines de chia,2 c. à soupe,5,192,0.333,"Épices, graines de moutarde, jaunes","Spices, mustard seed, yellow",508,26.08,28.09,36.24
graines de lin,2 c. à soupe,1,5497,0.775,"Huile végétale, graines de lin, pressées à froid","Vegetable oil, flaxseed (linseed), cold pressed",885,0.11,0,99.98
graines de lin,2 c. à soupe,2,7050,0.775,"Huile végétale, graines de lin, contient des morceaux de graines de lin","Vegetable oil, flaxseed, contains added sliced flaxseed",878,0.37,0.39,99.01
graines de lin,2 c. à soupe,3,6656,0.673,"Céréale, prête-à-manger, miel, amandes et graines de lin, Kashi","Cereal, ready to eat, honey almond flax, Kashi",381,16.6,67,8.3
graines de lin,2 c. à soupe,4,1431,0.614,"Céréale, chaude, avoine (gruau), son de blé, son d'avoine, et graines de lin ajoutés, sèche, Rogers","Cereal, hot, oats (oatmeal), porridge, (with added oat bran, wheat bran, and flax seed), dry, Rogers",343,17.14,60,7.14
graines de lin,2 c. à soupe,5,1432,0.614,"Céréale, chaude, avoine (gruau), son de blé, son d'avoine et graines de lin ajoutés, préparée, Rogers","Cereal, hot, oats (oatmeal), porridge (with added oat bran, wheat bran and flax seed), prepared, Rogers",60,2.992,10.473,1.246
graines de tournesol,1/4 tasse,1,2529,0.75,"Graines, beurre de tournesol","Seeds, sunflower seed butter",617,17.28,23.32,55.2
graines de tournesol,1/4 tasse,2,6847,0.582,"Céréale, prête-à-manger, granola agave tournesol, Nature's Path","Cereal, ready to eat, Agave Sunflower Seeds Granola, Nature's Path",455,11.01,67.23,15.77
graines de tournesol,1/4 tasse,3,2526,0.5,"Graines, tournesol, graines, déshydratées","Seeds, sunflower seed kernels, dried",585,20.78,20,51.46
graines de tournesol,1/4 tasse,4,2528,0.5,"Graines, tournesol, graines, grillées","Seeds, sunflower seed kernels, toasted",619,17.21,20.59,56.8
graines de tournesol,1/4 tasse,5,2623,0.5,"Graines, beurre de tournesol, sel ajouté","Seeds, sunflower seed butter, salt added",617,17.28,23.32,55.2
graines de citrouille,1/4 tasse,1,1331,0.518,"Céréale, prête-à-manger, Flax plus: croustillantes avec graines de citrouilles et raisins, Nature's Path","Cereal, ready to eat, Flax Plus: Pumpkin Raisin Crunch, Nature's Path",381,10.36,71.75,7.61
graines de citrouille,1/4 tasse,2,2511,0.4,"Graines de chia, déshydratées","Seeds, chia seeds, dried",486,16.54,42.12,30.74
graines de citrouille,1/4 tasse,3,2529,0.4,"Graines, beurre de tournesol","Seeds, sunflower seed butter",617,17.28,23.32,55.2
graines de citrouille,1/4 tasse,4,2592,0.4,"Graines, graines de coton, rôties","Seeds, cottonseed kernels, roasted",506,32.59,21.9,36.29
graines de citrouille,1/4 tasse,5,7568,0.4,"Graines de chanvre, décortiquées","Seeds, hemp seeds, hulled",553,31.56,8.67,48.75
